Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
OM728941,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455741-001,Severe acute respiratory syndrome-related coronavirus,29827,complete,USA,USA,,,,2021-10-10
OM728942,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455742-001,Severe acute respiratory syndrome-related coronavirus,29774,complete,USA,USA,,,,2021-10-10
OM728946,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455767-001,Severe acute respiratory syndrome-related coronavirus,29803,complete,USA,USA,,,,2021-10-11
OM728947,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455768-001,Severe acute respiratory syndrome-related coronavirus,29837,complete,USA,USA,,,,2021-10-11
OM728948,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455769-001,Severe acute respiratory syndrome-related coronavirus,29833,complete,USA,USA,,,,2021-10-11
OM728954,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455712-001,Severe acute respiratory syndrome-related coronavirus,29824,complete,USA,USA,,,,2021-10-12
OM728961,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455753-001,Severe acute respiratory syndrome-related coronavirus,29799,complete,USA,USA,,,,2021-10-13
OM728964,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455732-001,Severe acute respiratory syndrome-related coronavirus,29800,complete,USA,USA,,,feces,2021-10-02
OM728965,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455733-001,Severe acute respiratory syndrome-related coronavirus,29803,complete,USA,USA,,,feces,2021-10-03
OM570187,Severe acute respiratory syndrome coronavirus 2,"Marques,A.D., Everett,J.K., Rodino,K., Reddy,S., Roche,A.M., Hwang,Y., Sherrill-Mix,S., Whiteside,S.A., Graham-Wooten,J., Khatib,L.A., Fitzgerald,A.S., Ganguly,A., Feldman,M., Kelly,B., Collman,R.G., Bushman,F.D.","University of Pennsylvania, Microbiology",USA,2022-02-08T00:00:00Z,AY.103,4.3/1.21/v0.1.12/0.3.18,,VSP3514,Severe acute respiratory syndrome-related coronavirus,29786,complete,USA: Pennsylvania,USA,PA,Odocoileus virginianus,,2021-10-14
OM570188,Severe acute respiratory syndrome coronavirus 2,"Marques,A.D., Everett,J.K., Rodino,K., Reddy,S., Roche,A.M., Hwang,Y., Sherrill-Mix,S., Whiteside,S.A., Graham-Wooten,J., Khatib,L.A., Fitzgerald,A.S., Ganguly,A., Feldman,M., Kelly,B., Collman,R.G., Bushman,F.D.","University of Pennsylvania, Microbiology",USA,2022-02-08T00:00:00Z,AY.5,4.3/1.21/v0.1.12/0.3.18,,VSP3515,Severe acute respiratory syndrome-related coronavirus,29795,complete,USA: Pennsylvania,USA,PA,Odocoileus virginianus,,2021-10-28
OM570190,Severe acute respiratory syndrome coronavirus 2,"Marques,A.D., Everett,J.K., Rodino,K., Reddy,S., Roche,A.M., Hwang,Y., Sherrill-Mix,S., Whiteside,S.A., Graham-Wooten,J., Khatib,L.A., Fitzgerald,A.S., Ganguly,A., Feldman,M., Kelly,B., Collman,R.G., Bushman,F.D.","University of Pennsylvania, Microbiology",USA,2022-02-08T00:00:00Z,AY.103,4.3/1.21/v0.1.12/0.3.18,,VSP3517,Severe acute respiratory syndrome-related coronavirus,29794,complete,USA: Pennsylvania,USA,PA,Odocoileus virginianus,,2021-11-01
OM570191,Severe acute respiratory syndrome coronavirus 2,"Marques,A.D., Everett,J.K., Rodino,K., Reddy,S., Roche,A.M., Hwang,Y., Sherrill-Mix,S., Whiteside,S.A., Graham-Wooten,J., Khatib,L.A., Fitzgerald,A.S., Ganguly,A., Feldman,M., Kelly,B., Collman,R.G., Bushman,F.D.","University of Pennsylvania, Microbiology",USA,2022-02-08T00:00:00Z,AY.88,4.3/1.21/v0.1.12/0.3.18,,VSP3573,Severe acute respiratory syndrome-related coronavirus,29793,complete,USA: Pennsylvania,USA,PA,Odocoileus virginianus,,2021-11-27
OM570193,Severe acute respiratory syndrome coronavirus 2,"Marques,A.D., Everett,J.K., Rodino,K., Reddy,S., Roche,A.M., Hwang,Y., Sherrill-Mix,S., Whiteside,S.A., Graham-Wooten,J., Khatib,L.A., Fitzgerald,A.S., Ganguly,A., Feldman,M., Kelly,B., Collman,R.G., Bushman,F.D.","University of Pennsylvania, Microbiology",USA,2022-02-08T00:00:00Z,AY.88,4.3/1.21/v0.1.12/0.3.18,,VSP3575,Severe acute respiratory syndrome-related coronavirus,29792,complete,USA: Pennsylvania,USA,PA,Odocoileus virginianus,,2021-11-28
OM181948,Severe acute respiratory syndrome coronavirus 2,"Bankers,L., Hetherington-Rauth,M.C., Ir,D., Alexandria,R., Michael,M.A., Waters,M., Smith,A., Matzinger,S.R., Totten,S., Travanty,E.A.","CDPHE SARS-CoV-2 submissions, Department of Microbiology",USA,2022-01-07T00:00:00Z,AY.20,4.3/1.21/v0.1.12/0.3.18,,CO-CDPHE-2102014160,Severe acute respiratory syndrome-related coronavirus,29787,complete,USA,USA,,Panthera leo,,2021-10-14
OM181949,Severe acute respiratory syndrome coronavirus 2,"Bankers,L., Hetherington-Rauth,M.C., Ir,D., Alexandria,R., Michael,M.A., Waters,M., Smith,A., Matzinger,S.R., Totten,S., Travanty,E.A.","CDPHE SARS-CoV-2 submissions, Department of Microbiology",USA,2022-01-07T00:00:00Z,AY.20,4.3/1.21/v0.1.12/0.3.18,,CO-CDPHE-2102014211,Severe acute respiratory syndrome-related coronavirus,29807,complete,USA,USA,,Panthera leo,,2021-10-15
OM181950,Severe acute respiratory syndrome coronavirus 2,"Bankers,L., Hetherington-Rauth,M.C., Ir,D., Alexandria,R., Michael,M.A., Waters,M., Smith,A., Matzinger,S.R., Totten,S., Travanty,E.A.","CDPHE SARS-CoV-2 submissions, Department of Microbiology",USA,2022-01-07T00:00:00Z,AY.20,4.3/1.21/v0.1.12/0.3.18,,CO-CDPHE-2102014287,Severe acute respiratory syndrome-related coronavirus,29785,complete,USA,USA,,Panthera leo,,2021-10-15
OM181953,Severe acute respiratory syndrome coronavirus 2,"Bankers,L., Hetherington-Rauth,M.C., Ir,D., Alexandria,R., Michael,M.A., Waters,M., Smith,A., Matzinger,S.R., Totten,S., Travanty,E.A.","CDPHE SARS-CoV-2 submissions, Department of Microbiology",USA,2022-01-07T00:00:00Z,AY.20,4.3/1.21/v0.1.12/0.3.18,,CO-CDPHE-2102014277,Severe acute respiratory syndrome-related coronavirus,29790,complete,USA,USA,,Panthera leo,,2021-10-14
OM181954,Severe acute respiratory syndrome coronavirus 2,"Bankers,L., Hetherington-Rauth,M.C., Ir,D., Alexandria,R., Michael,M.A., Waters,M., Smith,A., Matzinger,S.R., Totten,S., Travanty,E.A.","CDPHE SARS-CoV-2 submissions, Department of Microbiology",USA,2022-01-07T00:00:00Z,AY.20,4.3/1.21/v0.1.12/0.3.18,,CO-CDPHE-2102014207,Severe acute respiratory syndrome-related coronavirus,29784,complete,USA,USA,,Panthera leo,,2021-10-15
OM181955,Severe acute respiratory syndrome coronavirus 2,"Bankers,L., Hetherington-Rauth,M.C., Ir,D., Alexandria,R., Michael,M.A., Waters,M., Smith,A., Matzinger,S.R., Totten,S., Travanty,E.A.","CDPHE SARS-CoV-2 submissions, Department of Microbiology",USA,2022-01-07T00:00:00Z,AY.20,4.3/1.21/v0.1.12/0.3.18,,CO-CDPHE-2102014255,Severe acute respiratory syndrome-related coronavirus,29793,complete,USA,USA,,Panthera leo,,2021-10-14
OM181957,Severe acute respiratory syndrome coronavirus 2,"Bankers,L., Hetherington-Rauth,M.C., Ir,D., Alexandria,R., Michael,M.A., Waters,M., Smith,A., Matzinger,S.R., Totten,S., Travanty,E.A.","CDPHE SARS-CoV-2 submissions, Department of Microbiology",USA,2022-01-07T00:00:00Z,AY.20,4.3/1.21/v0.1.12/0.3.18,,CO-CDPHE-2102014167,Severe acute respiratory syndrome-related coronavirus,29806,complete,USA,USA,,Panthera leo,,2021-10-14
OM062573,Severe acute respiratory syndrome coronavirus 2,"Qin,C., Bao,L., Lv,Q., Qi,F., Zhou,S., Li,F., Deng,R., Liang,X., Zhang,Y., Liu,M.","Institute of Laboratory Animal Science, CAMS&PUMC, Key Laboratory of Human Diseases Comparative Medicine",China,2021-12-30T00:00:00Z,B.1.351,4.3/1.21/v0.1.12/0.3.18,,MP7,Severe acute respiratory syndrome-related coronavirus,29885,complete,China: Beijing,China,,Mus musculus,lung,2021-05-01
OL913103,Severe acute respiratory syndrome coronavirus 2,"Yan,F., Li,E., Wang,T.","Chinese Academy of Agricultural Sciences, Changchun Veterinary Research Institute",China,2021-12-20T00:00:00Z,B,4.3/1.21/v0.1.12/0.3.18,,BMA8,Severe acute respiratory syndrome-related coronavirus,29903,complete,China,China,,Rodentia,lung,2020-08-31
OL913104,Severe acute respiratory syndrome coronavirus 2,"Yan,F.","Chinese Academy of Agricultural Sciences, Changchun Veterinary Research Institute",China,2021-12-20T00:00:00Z,B,4.3/1.21/v0.1.12/0.3.18,,C57MA14,Severe acute respiratory syndrome-related coronavirus,29903,complete,China,China,,Rodentia,lung,2020-08-26
MZ305031,Severe acute respiratory syndrome coronavirus 2,"Mitchell,P.K., Martins,M., Reilly,T., Caserta,L.C., Anderson,R.R., Cronk,B.D., Murphy,J., Goodrich,E.L., Diel,D.G., Caserta,L., Anderson,R., Cronk,B.","Cornell University, Population Medicine and Diagnostic Sciences",USA,2021-12-15T00:00:00Z,B.1.1.7,4.3/1.21/v0.1.12/0.3.18,,Tiger3-VA,Severe acute respiratory syndrome-related coronavirus,29712,complete,USA: Virginia,USA,VA,Panthera tigris,oronasopharynx,2021-04-13
MZ305032,Severe acute respiratory syndrome coronavirus 2,"Mitchell,P.K., Martins,M., Reilly,T., Caserta,L.C., Anderson,R.R., Cronk,B.D., Murphy,J., Goodrich,E.L., Diel,D.G., Caserta,L., Anderson,R., Cronk,B.","Cornell University, Population Medicine and Diagnostic Sciences",USA,2021-12-15T00:00:00Z,B.1.1.7,4.3/1.21/v0.1.12/0.3.18,,Tiger1-VA,Severe acute respiratory syndrome-related coronavirus,29733,complete,USA: Virginia,USA,VA,Panthera tigris,oronasopharynx,2021-04-09
MZ305033,Severe acute respiratory syndrome coronavirus 2,"Mitchell,P.K., Martins,M., Reilly,T., Caserta,L.C., Anderson,R.R., Cronk,B.D., Murphy,J., Goodrich,E.L., Diel,D.G., Caserta,L., Anderson,R., Cronk,B.","Cornell University, Population Medicine and Diagnostic Sciences",USA,2021-12-15T00:00:00Z,B.1.1.7,4.3/1.21/v0.1.12/0.3.18,,Tiger2-VA,Severe acute respiratory syndrome-related coronavirus,29733,complete,USA: Virginia,USA,VA,Panthera tigris,oronasopharynx,2021-04-09
OL790396,Severe acute respiratory syndrome coronavirus 2,"Williams,A.M., Bowman,A.S., Madden,C., Sizemore,D.L., Huey,D., McBride,D.S., Love,E.R., Smith,J.W., Nolting,J.M., Franzen,K.M., Killian,M.L., Torchetti,M., Dennis,P., Faith,S.A., Robbe-Austerman,S., Stuber,T.P., Hale,V.L.","CEIRS Data Processing and Coordinating Center (DPCC), DPCC",USA,2021-12-09T00:00:00Z,B.1.582,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-0057,Severe acute respiratory syndrome-related coronavirus,29794,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-01-28
OL790397,Severe acute respiratory syndrome coronavirus 2,"Williams,A.M., Bowman,A.S., Madden,C., Sizemore,D.L., Huey,D., McBride,D.S., Love,E.R., Smith,J.W., Nolting,J.M., Franzen,K.M., Killian,M.L., Torchetti,M., Dennis,P., Faith,S.A., Robbe-Austerman,S., Stuber,T.P., Hale,V.L.","CEIRS Data Processing and Coordinating Center (DPCC), DPCC",USA,2021-12-09T00:00:00Z,B.1.582,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-0058,Severe acute respiratory syndrome-related coronavirus,29812,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-01-28
OL677176,Severe acute respiratory syndrome coronavirus 2,"Wang,Y., Ong,J., Tan,A., Fernandez,C.J., Huangfu,T.","National Parks Board, Centre for Animal & Veterinary Sciences",Singapore,2021-11-30T00:00:00Z,AY.23.1,4.3/1.21/v0.1.12/0.3.18,,SG_NParks_M2021-11-00047_S05,Severe acute respiratory syndrome-related coronavirus,29822,complete,Singapore,Singapore,,Panthera leo,oronasopharynx,2021-11-09
OV076251,Severe acute respiratory syndrome coronavirus 2,,"Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493",Germany,2021-11-26T00:00:00Z,B,4.3/1.21/v0.1.12/0.3.18,,wt-S614G ID#49 vial 2,Severe acute respiratory syndrome-related coronavirus,29889,complete,Germany:Greifswald-Riems,Germany,,,,2021
OV054768,Severe acute respiratory syndrome coronavirus 2,,"Friedrich-Loeffler-Institute, Federal Research Institute for Animal Health, Institute of Diagnostic Virology, Suedufer 10, Greifswald - Insel Riems, Mecklenburg - Western Pomerania, 17493",Germany,2021-11-25T00:00:00Z,B.1.1.7,4.3/1.21/v0.1.12/0.3.18,,SARS-CoV-2 B.1.1.7 NW-RKI-I-0026/2020 passage 3,Severe acute respiratory syndrome-related coronavirus,29851,complete,Germany:Greifswald-Riems,Germany,,,,2021
OK555092,Severe acute respiratory syndrome coronavirus 2,"Jairak,W., Chamsai,E., Udom,K., Charoenkul,K., Chaiyawong,S., Techakriengkrai,N., Tangwangvivat,R., Suwannakarn,K., Amonsin,A.","Faculty of Veterinary Science, Chulalongkorn University, Veterinary Public Health",Thailand,2021-10-18T00:00:00Z,B.1.617.2,4.3/1.21/v0.1.12/0.3.18,,CU27516,Severe acute respiratory syndrome-related coronavirus,29852,complete,Thailand,Thailand,,Felis catus,oronasopharynx,2021-07-15
MZ317675,Severe acute respiratory syndrome coronavirus 2,"Keller,M., Hagag,I.T., Balzer,J., Beyer,K., Kersebohm,J.C., Sadeghi,B., Wernike,K., Hoper,D., Wylezich,C., Beer,M., Groschup,M.H., Hagag,I., Hoeper,D.","Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",Germany,2021-09-29T00:00:00Z,B.1.1.7,4.3/1.21/v0.1.12/0.3.18,,NW-FLI-0721,Severe acute respiratory syndrome-related coronavirus,29854,complete,Germany: North Rhine-Westphalia,Germany,,Felis catus,oronasopharynx,2021-04-09
MZ995184,Severe acute respiratory syndrome coronavirus 2,"Kim,Y., Jang,G., Lee,D., Lee,C.","Kyungpook National University, Department of Microbiology, College of Natural Sciences",South Korea,2021-09-01T00:00:00Z,A.5,4.3/1.21/v0.1.12/0.3.18,,KCDC03,Severe acute respiratory syndrome-related coronavirus,29818,complete,,,,,,
MZ995185,Severe acute respiratory syndrome coronavirus 2,"Kim,Y., Jang,G., Lee,D., Lee,C.","Kyungpook National University, Department of Microbiology, College of Natural Sciences",South Korea,2021-09-01T00:00:00Z,A.5,4.3/1.21/v0.1.12/0.3.18,,KCDC03,Severe acute respiratory syndrome-related coronavirus,29818,complete,,,,,,
MZ995186,Severe acute respiratory syndrome coronavirus 2,"Kim,Y., Jang,G., Lee,D., Lee,C.","Kyungpook National University, Department of Microbiology, College of Natural Sciences",South Korea,2021-09-01T00:00:00Z,A.5,4.3/1.21/v0.1.12/0.3.18,,KCDC03,Severe acute respiratory syndrome-related coronavirus,29815,complete,,,,,,
MZ995187,Severe acute respiratory syndrome coronavirus 2,"Kim,Y., Jang,G., Lee,D., Lee,C.","Kyungpook National University, Department of Microbiology, College of Natural Sciences",South Korea,2021-09-01T00:00:00Z,A.5,4.3/1.21/v0.1.12/0.3.18,,KCDC03,Severe acute respiratory syndrome-related coronavirus,29815,complete,,,,,,
MZ995188,Severe acute respiratory syndrome coronavirus 2,"Kim,Y., Jang,G., Lee,D., Lee,C.","Kyungpook National University, Department of Microbiology, College of Natural Sciences",South Korea,2021-09-01T00:00:00Z,A.5,4.3/1.21/v0.1.12/0.3.18,,KCDC03,Severe acute respiratory syndrome-related coronavirus,29815,complete,,,,,,
MZ930392,Severe acute respiratory syndrome coronavirus 2,"Kim,Y., Jang,G., Lee,D., Lee,C.","Kyungpook National University, Department of Microbiology, College of Natural Sciences",South Korea,2021-08-27T00:00:00Z,A.5,4.3/1.21/v0.1.12/0.3.18,,KCDC03,Severe acute respiratory syndrome-related coronavirus,29818,complete,,,,,,
MZ930393,Severe acute respiratory syndrome coronavirus 2,"Kim,Y., Jang,G., Lee,D., Lee,C.","Kyungpook National University, Department of Microbiology, College of Natural Sciences",South Korea,2021-08-27T00:00:00Z,A.5,4.3/1.21/v0.1.12/0.3.18,,KCDC03,Severe acute respiratory syndrome-related coronavirus,29818,complete,,,,,,
MZ930394,Severe acute respiratory syndrome coronavirus 2,"Kim,Y., Jang,G., Lee,D., Lee,C.","Kyungpook National University, Department of Microbiology, College of Natural Sciences",South Korea,2021-08-27T00:00:00Z,A.5,4.3/1.21/v0.1.12/0.3.18,,KCDC03,Severe acute respiratory syndrome-related coronavirus,29818,complete,,,,,,
MZ930395,Severe acute respiratory syndrome coronavirus 2,"Kim,Y., Jang,G., Lee,D., Lee,C.","Kyungpook National University, Department of Microbiology, College of Natural Sciences",South Korea,2021-08-27T00:00:00Z,A.5,4.3/1.21/v0.1.12/0.3.18,,KCDC03,Severe acute respiratory syndrome-related coronavirus,29818,complete,,,,,,
MZ930396,Severe acute respiratory syndrome coronavirus 2,"Kim,Y., Jang,G., Lee,D., Lee,C.","Kyungpook National University, Department of Microbiology, College of Natural Sciences",South Korea,2021-08-27T00:00:00Z,A,4.3/1.21/v0.1.12/0.3.18,,KCDC03,Severe acute respiratory syndrome-related coronavirus,29818,complete,,,,,,
MZ413341,Severe acute respiratory syndrome coronavirus 2,"Karikalan,M., Chander,V., Mahajan,S., Deol,P., Agrawal,R.K., Nandi,S., Rai,S.K., Mathur,A., Pawde,A., Singh,K.P., Sharma,G.K., Agrawal,R., Singh,S.K., Mallapur,G.","ICAR-Indian Veterinary Research Institute, Center For Animal Disease Research and Diagnosis",India,2021-08-26T00:00:00Z,AY.38,4.3/1.21/v0.1.12/0.3.18,,SARS-CoV-2_Lion_IND_CAD936_2020,Severe acute respiratory syndrome-related coronavirus,29876,complete,India,India,,Panthera leo persica,oronasopharynx,2021-05
MZ914594,Severe acute respiratory syndrome coronavirus 2,"Barroso-Arevalo,S., Rivera,B., Sanchez,R., Sanchez-Vizcaino,J.M.","Complutense University of Madrid, Animal Health",Spain,2021-08-26T00:00:00Z,B.1.1.7,4.3/1.21/v0.1.12/0.3.18,,B.1.1.7,Severe acute respiratory syndrome-related coronavirus,29817,complete,Spain,Spain,,Canis lupus familiaris,oronasopharynx,2021-03-24
MZ930252,Severe acute respiratory syndrome coronavirus 2,"Kim,Y., Jang,G., Lee,D., Lee,C.","Kyungpook National University, Department of Microbiology, College of Natural Sciences",South Korea,2021-08-26T00:00:00Z,A.5,4.3/1.21/v0.1.12/0.3.18,,KCDC03,Severe acute respiratory syndrome-related coronavirus,29818,complete,,,,,,
